Leaving Date,Leaving Reason,Start Date,Division Name,Job Title,Grade Code,Position Reference,FTE,Staff Category,Contract Type,Division Name,Faculty Name,School Name,Subject Group Name,Salary
31/05/2020,Contract Expired,23/09/2019,Vice-Chancellor,UG Demonstrator,HU03,CHR09930,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,School of Computer Science,Computer Science,
05/06/2020,Contract Expired,16/03/2020,Chief Operating Officer,Administrator,HU03,CHR11488,0,Professional,Occasional Worker,Chief Operating Officer,Estates,Estate Operations and Safety,Customer Support Services,
05/06/2020,Contract Expired,16/03/2020,Vice-Chancellor,Administrator,HU02,CHR11486,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Faculty of Health Sciences Office,Faculty of Health Sciences Office,
05/06/2020,Resigned,11/03/2019,Vice-Chancellor,Marketing and Communications Administrator,HU05,CHR03783,1,Professional,Continuing,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,22659
07/06/2020,Resigned,11/11/2019,Chief People Officer,Transformation HR Partner,HU09,CHR10139,1,Professional,Fixed Term,Chief People Officer,Human Resources,Operational HR Services,HR Business Partnering,55750
12/06/2020,Contract Expired,06/09/2005,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU08,CHR10949,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,Department of Biological and Marine Sciences,Biological Science,
12/06/2020,Resigned,09/11/2012,Vice-Chancellor,Senior Lecturer and Lead Academic Contact,HU09,CHR05953,1,Academic,Continuing,Vice-Chancellor,Faculty of Health Sciences,Faculty of Health Sciences Office,Faculty of Health Sciences Office,54131
12/06/2020,Contract Expired,10/06/2020,Vice-Chancellor,External Assessor,HU09,CHR13295,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,
19/06/2020,Resigned,01/09/2018,Vice-Chancellor,Teaching Fellow in Psychology,HU07,CHR06062,0.8,Academic,Fixed Term,Vice-Chancellor,Faculty of Health Sciences,Department of Psychology,Psychology,35845
24/06/2020,Contract Expired,02/01/2020,Chief Operating Officer,Student Ambassador,HU01,CHR10591,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Schools and Colleges Engagement,
26/06/2020,Contract Expired,16/09/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR08911,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of The Arts,Screen,
26/06/2020,Contract Expired,16/09/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR09147,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of The Arts,Screen,
28/06/2020,VLS/Leaver,01/09/2014,Vice-Chancellor,Lecturer,HU07,CHR09441,0.3,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Education Studies,40322
28/06/2020,Resigned,15/05/2018,Chief Operating Officer,Health and Safety Advisor,HU07,CHR05667,1,Professional,Continuing,Chief Operating Officer,Health and Safety Directorate,Health and Safety Directorate,Health and Safety Services,35845
29/06/2020,Contract Expired,02/12/2019,Chief People Officer,General Fitness Instructor,HU04,CHR10334,0,Professional,Occasional Worker,Chief People Officer,Student Services Commercial,Hull Sport,Hull Sport,
30/06/2020,Contract Expired,06/09/2019,Chief People Officer,Intern,HU01,CHR09612,0,Professional,Occasional Worker,Chief People Officer,Student Services,Careers and Employability Service,Careers and Employability Service,
30/06/2020,Contract Expired,21/09/2018,Vice-Chancellor,Teaching Assistant,HU07,CHR09927,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Marketing and Business Strategy,
30/06/2020,Voluntary Redundancy,01/10/1989,Vice-Chancellor,Senior Lecturer,HU09,CHR09368,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of History,History,59135
30/06/2020,Resigned,22/09/1997,Vice-Chancellor,Professor of Law,HU10,CHRD022045,1,Academic,Continuing,Vice-Chancellor,"Faculty of Business, Law and Politics",The Law School,Law,71901
30/06/2020,Contract Expired,06/02/2020,Vice-Chancellor,(DC) External Examiner,,CHR11362,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,Department of Physics and Mathematics,Physics,
30/06/2020,Contract Expired,14/02/2020,Vice-Chancellor,External Advisor,HU09,CHR11320,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Education Studies,
30/06/2020,Contract Expired,14/08/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU08,CHR09519,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,Department of Chemistry and Biochemistry,Chemistry,
30/06/2020,Contract Expired,27/01/2020,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU06,CHR10960,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of Modern Languages,Modern Languages,
30/06/2020,Contract Expired,08/11/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,M05,CHR10341,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
30/06/2020,Contract Expired,17/03/2020,Vice-Chancellor,(DC) External Examiner,,CHR11496,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,"Department of Geography, Geology and Environment",Geography and Environment,
30/06/2020,Contract Expired,05/12/2019,Vice-Chancellor,External Advisor,HU09,CHR10769,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Midwifery and Child Health,Child Health,
30/06/2020,Contract Expired,25/05/2020,Vice-Chancellor,External Advisor,HU09,CHR11941,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
30/06/2020,Contract Expired,06/03/2020,Vice-Chancellor,(DC) External Examiner,,CHR11432,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of History,History,
30/06/2020,Contract Expired,17/05/2019,Vice-Chancellor,Student Ambassador,HU01,CHR08697,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,"Department of Geography, Geology and Environment",Geography and Environment,
30/06/2020,VLS/Leaver,14/10/2013,Chief People Officer,Financial Support Assistant,HU04,CHR10026,0.53,Professional,Continuing,Chief People Officer,Student Services,Student Support and Experience,Student Finance Services,22417
30/06/2020,Contract Expired,01/06/2020,Vice-Chancellor,External Advisor,HU09,CHR11940,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
30/06/2020,Contract Expired,04/12/2019,Education,Student Partner,HU01,CHR10918,0,Professional,Occasional Worker,Education,Education,Teaching Excellence Academy,Teaching Excellence Academy,
30/06/2020,Contract Expired,04/12/2019,Education,Student Partner,HU01,CHR10770,0,Professional,Occasional Worker,Education,Education,Teaching Excellence Academy,Teaching Excellence Academy,
30/06/2020,Contract Expired,11/05/2020,Vice-Chancellor,External Advisor,HU09,CHR11505,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,School of Computer Science,Computer Science,
30/06/2020,VLS/Leaver,01/01/2000,Vice-Chancellor,Senior Lecturer,HU09,CHRD013206,1,Academic,Continuing,Vice-Chancellor,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,57418
30/06/2020,Mutual Exit,01/04/1997,Vice-Chancellor,Faculty Consultancy Manager,HU08,CHR09046,0.8,Professional,Continuing,Vice-Chancellor,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,49553
30/06/2020,Mutual Exit,01/10/1990,Vice-Chancellor,Professor,HU10,CHR04498,0.8,Academic,Continuing,Vice-Chancellor,Faculty of Health Sciences,School of Nursing and Midwifery,Nursing,64604
30/06/2020,Mutual Exit,01/11/1993,Vice-Chancellor,Senior Lecturer,HU09,CHR08932,1,Academic,Continuing,Vice-Chancellor,Faculty of Health Sciences,Department of Midwifery and Child Health,Child Health,59135
30/06/2020,Contract Expired,17/12/2012,Vice-Chancellor,Postdoctoral Researcher,HU07,CHR01071,1,Academic,Fixed Term,Vice-Chancellor,Faculty of Science and Engineering,Department of Physics and Mathematics,Physics,40322
30/06/2020,Contract Expired,12/03/2020,Vice-Chancellor,(DC) External Examiner,,CHR11483,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of History,History,
30/06/2020,Contract Expired,05/12/2019,Vice-Chancellor,External Advisor,HU09,CHR10767,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Mental Health and Learning Disabilities Nursing,
30/06/2020,VLS/Leaver,01/07/1997,Vice-Chancellor,Senior Lecturer,HU09,CHR04232,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of History,History,59135
30/06/2020,Contract Expired,01/04/2020,Vice-Chancellor,(DC) External Examiner,,CHR11623,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of The Arts,Screen,
30/06/2020,Contract Expired,06/01/2020,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR12954,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Logistics and Management Systems,
30/06/2020,Contract Expired,06/01/2020,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR10975,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Logistics and Management Systems,
30/06/2020,Contract Expired,24/03/2020,Vice-Chancellor,External Advisor,HU09,CHR11606,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Education Studies,
30/06/2020,Contract Expired,24/02/2020,Vice-Chancellor,External Advisor,HU09,CHR11326,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of English and American Studies,English,
30/06/2020,Contract Expired,09/09/2019,Vice-Chancellor,External Advisor,HU06,CHR10237,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Sport Exercise and Rehabilitation Sciences,Sport Health and Exercise Science (SHES),
30/06/2020,Resigned,01/02/2016,Vice-Chancellor,Professor,HU10,CHRD026027,1,Academic,Continuing,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,119997
30/06/2020,Resigned,01/02/2016,Central,University Governor,,CHR06618,0,Managers/Interims not paid via UoH Payroll,Fixed Term,Central,Internal Committees,Internal Committees,University Governors,
30/06/2020,Contract Expired,10/03/2020,Vice-Chancellor,External Advisor,HU09,CHR11605,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Education Studies,
30/06/2020,Contract Expired,01/06/2020,Vice-Chancellor,External Advisor,HU09,CHR11944,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
30/06/2020,Contract Expired,08/11/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,M05,CHR10339,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
30/06/2020,Contract Expired,06/07/2019,Vice-Chancellor,Student Ambassador,HU01,CHR09043,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,"Department of Geography, Geology and Environment",Geography and Environment,
30/06/2020,Contract Expired,30/04/2020,Vice-Chancellor,External Advisor,HU09,CHR11897,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Accounting and Finance,
30/06/2020,Contract Expired,19/02/2020,Vice-Chancellor,External Advisor,HU09,CHR11349,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of The Arts,Screen,
30/06/2020,Contract Expired,01/09/2017,Vice-Chancellor,Lector in Spanish,HU06,CHR03688,0,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of Modern Languages,Modern Languages,28331
30/06/2020,Contract Expired,04/05/2020,Vice-Chancellor,(DC) External Examiner,,CHR11863,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Accounting and Finance,
30/06/2020,VLS/Leaver,01/06/2014,Vice-Chancellor,Senior Lecturer,HU09,CHR03029,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Teacher Education,57418
30/06/2020,Contract Expired,19/12/2019,Vice-Chancellor,(DC) External Examiner,,CHR10702,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of English and American Studies,English,
30/06/2020,Contract Expired,19/02/2020,Vice-Chancellor,(DC) External Examiner,,CHR11385,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,"Department of Geography, Geology and Environment",Geography and Environment,
30/06/2020,Contract Expired,08/11/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,M05,CHR10340,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
30/06/2020,VLS/Leaver,01/02/2013,Vice-Chancellor,Lecturer in French,HU08,CHRDFR499,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of Modern Languages,Modern Languages,44045
30/06/2020,Contract Expired,29/05/2020,Vice-Chancellor,External Advisor,HU09,CHR11951,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
30/06/2020,Contract Expired,26/02/2020,Vice-Chancellor,External Advisor,HU09,CHR11003,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,Department of Biological and Marine Sciences,Biological Science,
30/06/2020,Contract Expired,04/12/2019,Education,Student Partner,HU01,CHR10840,0,Professional,Occasional Worker,Education,Education,Teaching Excellence Academy,Teaching Excellence Academy,
30/06/2020,Contract Expired,04/03/2020,Vice-Chancellor,External Advisor,HU09,CHR11466,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Department of History,History,
30/06/2020,Contract Expired,30/04/2020,Vice-Chancellor,External Advisor,HU09,CHR11969,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Marketing and Business Strategy,
30/06/2020,Contract Expired,17/02/2020,Education,Student Partner,HU01,CHR11287,0,Professional,Occasional Worker,Education,Education,Teaching Excellence Academy,Teaching Excellence Academy,
30/06/2020,Contract Expired,01/03/2020,Vice-Chancellor,Administrator,HU02,CHR11908,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
30/06/2020,Contract Expired,22/05/2020,Vice-Chancellor,External Advisor,HU09,CHR11953,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
30/06/2020,Contract Expired,04/12/2019,Education,Student Partner,HU01,CHR11036,0,Professional,Occasional Worker,Education,Education,Teaching Excellence Academy,Teaching Excellence Academy,
30/06/2020,VLS/Leaver,24/09/2001,Vice-Chancellor,Tutor,HU07,CHR08956,0.5,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,EFL and TESOL,40322
30/06/2020,Contract Expired,08/11/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,M05,CHR10398,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
30/06/2020,Contract Expired,26/05/2020,Vice-Chancellor,External Advisor,HU09,CHR11946,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Organisational Behaviour and HRM,
30/06/2020,VLS/Leaver,23/09/1996,Vice-Chancellor,Academic Coordinator,HU08,CHRFOA019,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Education Studies,49553
30/06/2020,Contract Expired,28/10/2019,Research and Enterprise,System Administrator,HU05,CHR10051,1,Professional,Fixed Term,Research and Enterprise,Institutes,Logistics and Humber Development Institute,Logistics and Humber Development Institute,22417
30/06/2020,Contract Expired,01/06/2020,Vice-Chancellor,External Advisor,HU09,CHR11942,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
30/06/2020,Contract Expired,29/05/2020,Vice-Chancellor,External Advisor,HU09,CHR11945,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
30/06/2020,Contract Expired,17/04/2020,Vice-Chancellor,External Advisor,HU09,CHR11799,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Logistics and Management Systems,
30/06/2020,Contract Expired,05/12/2019,Vice-Chancellor,External Advisor,HU09,CHR10768,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Mental Health and Learning Disabilities Nursing,
30/06/2020,Contract Expired,14/05/2020,Vice-Chancellor,External Advisor,HU09,CHR11926,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Organisational Behaviour and HRM,
30/06/2020,Contract Expired,04/03/2020,Education,Student Partner,HU01,CHR11450,0,Professional,Occasional Worker,Education,Education,Teaching Excellence Academy,Teaching Excellence Academy,
30/06/2020,Contract Expired,13/05/2019,Vice-Chancellor,Post Doctoral Research Assistant,HU07,CHR08622,1,Academic,Fixed Term,Vice-Chancellor,Faculty of Science and Engineering,Department of Chemical Engineering,Chemical Engineering,40322
30/06/2020,Contract Expired,05/09/2019,Education,Student Partner,HU01,CHR10686,0,Professional,Occasional Worker,Education,Education,Teaching Excellence Academy,Teaching Excellence Academy,
30/06/2020,Contract Expired,04/12/2019,Education,Student Partner,HU01,CHR11037,0,Professional,Occasional Worker,Education,Education,Teaching Excellence Academy,Teaching Excellence Academy,
30/06/2020,Mutual Exit,03/04/1995,Vice-Chancellor,Lecturer,HU08,CHRDAC024,1,Academic,Continuing,Vice-Chancellor,Faculty of Health Sciences,School of Nursing and Midwifery,Nursing,49553
30/06/2020,VLS/Leaver,01/09/2009,Vice-Chancellor,Lecturer in Education,HU08,CHRSPD040,1,Academic,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Teacher Education,49553
01/07/2020,Resigned,01/07/2007,Vice-Chancellor,Reader,HU09,CHR06555,1,Academic,Continuing,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Accounting and Finance,59135
01/07/2020,Voluntary Redundancy,01/12/2007,Vice-Chancellor,Studio Laboratory Officer (Music),HU06,CHRDSA010,0.6,Professional,Continuing,Vice-Chancellor,Faculty of Arts Cultures and Education,School of The Arts,Music,33797
01/07/2020,Contract Expired,01/02/2020,Vice-Chancellor,Service User/Care Advisor,HU02,CHR11901,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Midwifery and Child Health,Child Health,
03/07/2020,Resigned,01/02/2020,Research and Enterprise,Technician,HU06,CHR10932,1,Professional,Fixed Term,Research and Enterprise,Institutes,Energy and Environmental Institute,Energy and Environment Institute,28331
03/07/2020,Contract Expired,02/07/2018,Chief People Officer,Evaluation and Monitoring Officer,HU05,CHR06043,0.21,Professional,Fixed Term,Chief People Officer,Student Services,Student Services,Student Services Office,23067
06/07/2020,Contract Expired,02/07/2018,Vice-Chancellor,Student Ambassador,HU01,CHR07018,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Science and Engineering,Department of Chemistry and Biochemistry,Chemistry,
13/07/2020,Dismissed,31/03/2016,Chief Operating Officer,Security Officer,HU02,CHR11758,1,Professional,Continuing,Chief Operating Officer,Estates,Facilities and Accommodation,Facilities and Security Services,17361
14/07/2020,Contract Expired,08/10/2019,Chief Operating Officer,Student Ambassador,HU01,CHR10395,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Marketing and Communications,Marketing Team,
15/07/2020,Contract Expired,15/06/2020,Vice-Chancellor,Intern,HU06,CHR12005,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Biomedical Sciences,Biomedical Sciences,
22/07/2020,Resigned,01/11/2019,Research and Enterprise,Flood Resilience Innovation Centre Researcher,HU07,CHR10063,1,Academic,Fixed Term,Research and Enterprise,Institutes,Energy and Environmental Institute,Energy and Environment Institute,39152
24/07/2020,Resigned,07/05/2019,Vice-Chancellor,Research Assistant,HU06,CHR09146,0.8,Academic,Fixed Term,Vice-Chancellor,Faculty of Science and Engineering,Department of Biological and Marine Sciences,Biological Science,31866
24/07/2020,Resigned,06/02/2017,Vice-Chancellor,Professor of Gastroenterology and Programme Director MBBS,V01,CHRDHY315,1,Academic,Continuing,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,104584
24/07/2020,Resigned,03/07/2017,Chief Operating Officer,Cleaner,HU01,CHR11734,0.69,Professional,Continuing,Chief Operating Officer,Estates,Facilities and Accommodation,Cleaning Services,16420
25/07/2020,Contract Expired,09/09/2019,Vice-Chancellor,Research Assistant,HU06,CHR09528,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Nursing and Midwifery,Nursing,
27/07/2020,Resigned,15/04/2019,Chief People Officer,Receptionist,HU02,CHRD475025,0.5,Professional,Continuing,Chief People Officer,Student Services Commercial,Hull Sport,Hull Sport,15976
30/07/2020,Contract Expired,20/11/2019,Vice-Chancellor,Support Worker,HU02,CHR10294,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Academy of Primary Care,
30/07/2020,Contract Expired,29/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR10109,0,Professional,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,
30/07/2020,Contract Expired,29/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR10129,0,Professional,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,
30/07/2020,Contract Expired,29/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR10110,0,Professional,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,
30/07/2020,Contract Expired,29/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR09900,0,Professional,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,
30/07/2020,Contract Expired,29/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR10038,0,Professional,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,
30/07/2020,Resigned,07/09/2015,Vice-Chancellor,Lecturer,HU08,CHRD056025,1,Academic,Continuing,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Accounting and Finance,49553
30/07/2020,Contract Expired,29/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR10108,0,Professional,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,
30/07/2020,Contract Expired,29/09/2019,Vice-Chancellor,Student Ambassador,HU01,CHR10095,0,Professional,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,
31/07/2020,Contract Expired,24/09/2018,Vice-Chancellor,PG Demonstrator,HU06,CHR09775,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Psychology,Psychology,
31/07/2020,Contract Expired,01/06/2020,Vice-Chancellor,Research Assistant,HU06,CHR11558,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Organisational Behaviour and HRM,
31/07/2020,Contract Expired,02/03/2020,Vice-Chancellor,(DC) External Examiner,,CHR11389,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Logistics and Management Systems,
31/07/2020,Contract Expired,27/04/2020,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR11801,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Teacher Education,
31/07/2020,Contract Expired,07/02/2019,Vice-Chancellor,Researcher,HU07,CHR11265,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Psychology,Psychology,
31/07/2020,VLS/Leaver,25/07/2011,Research and Enterprise,Office Manager - Research and Enterprise,HU06,CHRDEV037,0.82,Professional,Continuing,Research and Enterprise,Place and Strategic Relationships,Place and Strategic Relationships,Place and Strategic Relationships,33797
31/07/2020,Contract Expired,23/09/2019,Vice-Chancellor,PG Demonstrator,HU06,CHR11566,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Psychology,Psychology,
31/07/2020,Resigned,21/03/2016,Vice-Chancellor,Director of Primary Care Education,HU10,CHR09824,0.8,Professional,Continuing,Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,99191
31/07/2020,Contract Expired,13/09/2019,Chief People Officer,Halls Representative,HU01,CHR10034,0,Professional,Occasional Worker,Chief People Officer,Student Services,Student Wellbeing Learning and Welfare Support,Student Life,
31/07/2020,VLS/Leaver,19/04/1993,Chief Operating Officer,Faculty Finance Manager,HU08,CHRDHO010,1,Professional,Continuing,Chief Operating Officer,Finance Directorate,Finance Directorate,Finance Office,49553
31/07/2020,Contract Expired,16/09/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU09,CHR09497,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
31/07/2020,Contract Expired,27/04/2020,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR11802,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Teacher Education,
31/07/2020,Contract Expired,19/10/2018,Vice-Chancellor,Student Ambassador,HU01,CHR07169,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Psychology,Psychology,
31/07/2020,Contract Expired,26/05/2020,Vice-Chancellor,External Advisor,HU09,CHR11947,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
31/07/2020,Contract Expired,08/06/2020,Vice-Chancellor,External Advisor,HU09,CHR12042,0,Academic,Occasional Worker,Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Logistics and Management Systems,
31/07/2020,Contract Expired,06/12/2019,Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR11554,0,Academic,Occasional Worker,Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Teacher Education,
31/07/2020,Contract Expired,15/02/2020,Vice-Chancellor,Student Ambassador,HU01,CHR11300,0,Professional,Occasional Worker,Vice-Chancellor,Faculty of Health Sciences,Department of Psychology,Psychology,
